0 3.58943 6.12226 0.0358943 0.0612226 0.000358943 0.000612226
1000 1.98701 3.03638 1.11296 1.5016 1.16797 1.58015
2000 1.04992 1.09832 0.839829 1.15492 0.870416 1.21066
3000 0.863483 1.09928 0.728053 1.02296 0.747177 1.03426
4000 0.432617 0.717364 0.676888 0.9405 0.702256 0.965761
5000 0.581521 1.35439 0.625151 0.893177 0.650726 0.902378
6000 0.619793 0.794995 0.631484 0.896508 0.644357 0.901129
7000 0.649361 0.978 0.633292 0.870736 0.622736 0.865451
8000 0.61207 0.79818 0.607347 0.842918 0.607259 0.837477
9000 0.422397 0.465118 0.593519 0.822601 0.600322 0.838963
10000 0.853591 1.00275 0.589079 0.824006 0.598323 0.828056
11000 0.351673 0.678128 0.541626 0.78444 0.548071 0.784586
12000 0.166854 0.827766 0.571933 0.790528 0.572735 0.79081
13000 0.262886 0.611077 0.515653 0.748361 0.522163 0.753922
14000 0.489439 0.557365 0.559738 0.770874 0.545871 0.766931
15000 0.336916 0.676678 0.542532 0.759507 0.549444 0.760317
16000 0.305107 0.72329 0.569478 0.78251 0.559341 0.769851
17000 0.138434 0.711831 0.529467 0.749195 0.530775 0.745277
18000 0.769037 0.796173 0.532998 0.735163 0.532873 0.739064
19000 0.702466 0.745552 0.521051 0.744698 0.527404 0.738531
20000 0.465302 0.787205 0.513927 0.741148 0.508076 0.728521
21000 0.556277 0.718859 0.526924 0.733111 0.527014 0.727259
22000 0.409784 0.523193 0.511714 0.710382 0.51182 0.712175
23000 0.40442 0.448804 0.506971 0.702243 0.519357 0.712434
24000 0.653277 0.922251 0.487399 0.696115 0.507266 0.706645
25000 0.555698 0.723415 0.491195 0.703694 0.494668 0.701681
26000 0.290608 0.652778 0.520962 0.705133 0.517558 0.706636
27000 0.35654 0.628892 0.49301 0.685409 0.505996 0.698004
28000 0.614984 0.688662 0.528483 0.690067 0.519451 0.693373
29000 0.536765 0.804083 0.498737 0.718812 0.501143 0.698645
30000 0.445789 0.571174 0.484018 0.670331 0.494138 0.669139
31000 0.877186 0.91033 0.492117 0.686422 0.485265 0.679116
32000 0.303246 0.439913 0.48814 0.678673 0.492104 0.685456
33000 0.518301 0.726201 0.484475 0.658944 0.493171 0.669128
34000 0.848017 0.894921 0.481899 0.678176 0.483966 0.680663
35000 0.350002 0.493945 0.463681 0.689757 0.479296 0.681689
36000 0.275837 0.457339 0.480239 0.673793 0.479428 0.670442
37000 0.632884 0.809121 0.502691 0.679099 0.486826 0.669395
